date,close,high,low,open,volume
2020-07-06 00:00:00+00:00,1499.65,1510.0,1476.98,1488.15,2235630
2020-07-07 00:00:00+00:00,1489.92,1521.32,1489.7,1496.13,2118194
2020-07-08 00:00:00+00:00,1503.6,1511.17,1492.3,1500.8,1588304
2020-07-09 00:00:00+00:00,1518.66,1529.14,1495.59,1509.93,2092013
2020-07-10 00:00:00+00:00,1539.01,1541.34,1500.72,1513.25,1796063
2020-07-13 00:00:00+00:00,1512.23,1576.36,1506.56,1549.94,2147729
2020-07-14 00:00:00+00:00,1520.86,1522.8,1485.93,1492.79,1905405
2020-07-15 00:00:00+00:00,1516.88,1536.33,1497.83,1523.23,1551326
2020-07-16 00:00:00+00:00,1514.92,1515.91,1488.27,1501.5,1324228
2020-07-17 00:00:00+00:00,1516.85,1523.43,1498.1,1516.91,1713251
2020-07-20 00:00:00+00:00,1563.84,1569.01,1502.7,1515.0,1490634
2020-07-21 00:00:00+00:00,1555.92,1587.05,1552.62,1585.03,1328089
2020-07-22 00:00:00+00:00,1564.85,1566.98,1543.23,1555.71,1224100
2020-07-23 00:00:00+00:00,1516.75,1570.35,1508.59,1565.93,1695498
2020-07-24 00:00:00+00:00,1508.21,1515.4273,1487.59,1499.19,1495381
2020-07-27 00:00:00+00:00,1529.43,1537.56,1512.33,1513.26,1356185
2020-07-28 00:00:00+00:00,1503.65,1526.01,1500.52,1525.0,1545534
2020-07-29 00:00:00+00:00,1523.51,1533.33,1503.01,1505.0,1133773
2020-07-30 00:00:00+00:00,1538.37,1540.89,1495.17,1497.97,1802121
2020-07-31 00:00:00+00:00,1487.95,1505.02,1454.0,1497.05,4576382
2020-08-03 00:00:00+00:00,1482.76,1497.73,1471.72,1491.0,2276085
2020-08-04 00:00:00+00:00,1473.3,1493.11,1464.03,1486.71,1860609
2020-08-05 00:00:00+00:00,1479.09,1490.0,1471.215,1476.82,1457518
2020-08-06 00:00:00+00:00,1504.95,1506.27,1471.9,1476.15,1665261
2020-08-07 00:00:00+00:00,1498.37,1520.09,1486.27,1509.04,1386294
2020-08-10 00:00:00+00:00,1496.82,1507.15,1477.4901,1490.8,1027329
2020-08-11 00:00:00+00:00,1480.54,1510.44,1478.19,1494.0,1554853
2020-08-12 00:00:00+00:00,1507.24,1511.67,1485.0,1487.1245,1126560
2020-08-13 00:00:00+00:00,1516.65,1536.9744,1508.21,1508.21,1119711
2020-08-14 00:00:00+00:00,1504.63,1519.785,1499.0,1513.61,1097059
2020-08-17 00:00:00+00:00,1516.24,1523.78,1505.0,1515.97,998010
2020-08-18 00:00:00+00:00,1555.78,1557.37,1521.665,1526.12,1418850
2020-08-19 00:00:00+00:00,1544.61,1568.86,1540.0,1552.49,1523592
2020-08-20 00:00:00+00:00,1576.25,1580.17,1534.46,1539.97,1319131
2020-08-21 00:00:00+00:00,1575.57,1591.88,1562.31,1571.8,1742275
2020-08-24 00:00:00+00:00,1585.15,1608.78,1575.04,1592.47,1281893
2020-08-25 00:00:00+00:00,1605.85,1608.88,1577.88,1580.1,1257463
2020-08-26 00:00:00+00:00,1644.13,1652.79,1600.9754,1606.3,2609363
2020-08-27 00:00:00+00:00,1628.52,1647.99,1618.8137,1646.61,1567503
2020-08-28 00:00:00+00:00,1639.43,1641.35,1625.605,1629.47,1121195
2020-08-31 00:00:00+00:00,1629.53,1644.5,1625.33,1643.57,1321097
2020-09-01 00:00:00+00:00,1655.08,1659.22,1629.53,1632.16,1133766
2020-09-02 00:00:00+00:00,1717.39,1726.1022,1660.19,1668.01,2476072
2020-09-03 00:00:00+00:00,1629.51,1700.0,1607.71,1699.52,3186287
2020-09-04 00:00:00+00:00,1581.21,1634.99,1537.9701,1609.0,2792533
2020-09-08 00:00:00+00:00,1523.6,1555.55,1516.5,1525.0,2701586
2020-09-09 00:00:00+00:00,1547.23,1558.72,1525.17,1548.9,1962078
2020-09-10 00:00:00+00:00,1526.05,1573.66,1520.0,1550.18,1651194
2020-09-11 00:00:00+00:00,1515.76,1538.695,1493.02,1528.15,1535337
2020-09-14 00:00:00+00:00,1508.83,1557.0,1505.11,1531.6471,2133007
2020-09-15 00:00:00+00:00,1535.12,1550.99,1522.1,1527.89,1152055
2020-09-16 00:00:00+00:00,1512.09,1554.37,1511.59,1542.48,1107169
2020-09-17 00:00:00+00:00,1487.04,1498.66,1462.46,1485.81,2000356
2020-09-18 00:00:00+00:00,1451.09,1495.2,1431.62,1488.3,3152788
2020-09-21 00:00:00+00:00,1430.14,1440.06,1402.68,1431.62,2845405
2020-09-22 00:00:00+00:00,1459.82,1463.97,1429.495,1450.32,1697542
2020-09-23 00:00:00+00:00,1409.39,1453.08,1402.68,1452.09,1886299
2020-09-24 00:00:00+00:00,1422.86,1437.99,1402.15,1402.68,1727611
2020-09-25 00:00:00+00:00,1439.06,1445.94,1407.68,1425.05,1516677
2020-09-28 00:00:00+00:00,1458.66,1472.99,1446.28,1471.99,1539236
2020-09-29 00:00:00+00:00,1466.02,1472.0,1454.0,1463.91,1591112
2020-09-30 00:00:00+00:00,1465.6,1486.1975,1455.755,1460.935,2046170
2020-10-01 00:00:00+00:00,1487.9,1495.07,1476.8,1483.6608,1644221
2020-10-02 00:00:00+00:00,1455.6,1479.03,1447.35,1459.63,1561132
2020-10-05 00:00:00+00:00,1482.83,1484.7,1460.09,1462.65,1080058
2020-10-06 00:00:00+00:00,1451.02,1484.52,1445.01,1475.5,1304752
2020-10-07 00:00:00+00:00,1459.14,1468.97,1433.23,1459.31,1805448
2020-10-08 00:00:00+00:00,1483.43,1488.0275,1465.45,1465.45,1303802
2020-10-09 00:00:00+00:00,1510.45,1511.85,1487.0,1492.86,1648340
2020-10-12 00:00:00+00:00,1564.59,1588.42,1529.3,1538.0,2767164
2020-10-13 00:00:00+00:00,1567.07,1585.16,1558.63,1577.01,1953609
2020-10-14 00:00:00+00:00,1563.44,1583.85,1545.895,1574.6,1659228
2020-10-15 00:00:00+00:00,1555.47,1571.395,1541.1301,1544.5,1561485
2020-10-16 00:00:00+00:00,1567.7,1577.71,1557.66,1561.83,1710325
2020-10-19 00:00:00+00:00,1529.95,1583.925,1522.92,1575.93,1486652
2020-10-20 00:00:00+00:00,1551.08,1573.84,1520.5,1523.11,2085915
2020-10-21 00:00:00+00:00,1585.99,1615.14,1567.135,1569.85,3016053
2020-10-22 00:00:00+00:00,1606.66,1613.42,1577.48,1585.0,1525773
2020-10-23 00:00:00+00:00,1632.98,1634.12,1611.91,1615.05,1527402
2020-10-26 00:00:00+00:00,1584.29,1629.58,1567.78,1615.0,1791317
2020-10-27 00:00:00+00:00,1598.88,1602.0,1576.99,1588.9319,1295138
2020-10-28 00:00:00+00:00,1510.8,1553.81,1508.48,1550.01,2258675
2020-10-29 00:00:00+00:00,1556.88,1588.735,1516.55,1517.02,2770343
2020-10-30 00:00:00+00:00,1616.11,1681.315,1601.57,1667.44,4996197
2020-11-02 00:00:00+00:00,1624.32,1658.24,1614.24,1623.54,2211449
2020-11-03 00:00:00+00:00,1645.66,1659.0,1612.108,1630.76,1571641
2020-11-04 00:00:00+00:00,1745.85,1770.03,1703.0,1705.5803,3567149
2020-11-05 00:00:00+00:00,1762.5,1791.818,1741.03,1770.45,1987907
2020-11-06 00:00:00+00:00,1759.73,1768.495,1736.68,1751.34,1431084
2020-11-09 00:00:00+00:00,1761.42,1816.89,1757.545,1795.98,2672024
2020-11-10 00:00:00+00:00,1737.72,1759.38,1716.12,1729.77,2151058
2020-11-11 00:00:00+00:00,1747.23,1762.9,1743.06,1748.4,1591906
2020-11-12 00:00:00+00:00,1742.82,1764.98,1737.97,1742.0,1324363
2020-11-13 00:00:00+00:00,1772.26,1777.13,1735.98,1748.0,1487877
2020-11-16 00:00:00+00:00,1774.03,1794.34,1761.33,1764.14,1273393
2020-11-17 00:00:00+00:00,1761.66,1777.14,1759.49,1767.86,1066034
2020-11-18 00:00:00+00:00,1740.64,1765.0,1738.5658,1756.64,1005377
2020-11-19 00:00:00+00:00,1758.57,1763.49,1730.02,1733.23,1005340
2020-11-20 00:00:00+00:00,1736.38,1768.3625,1735.0,1762.0,1385322
2020-11-23 00:00:00+00:00,1727.56,1745.99,1710.18,1740.22,1127618
2020-11-24 00:00:00+00:00,1763.9,1766.475,1720.73,1727.5,1360436
2020-11-25 00:00:00+00:00,1764.13,1770.38,1748.36,1767.81,979957
2020-11-27 00:00:00+00:00,1787.02,1797.01,1764.54,1764.54,739507
