date,close,high,low,open,volume
2020-07-08 00:00:00+00:00,3081.11,3083.97,3012.43,3022.61,5037856
2020-07-09 00:00:00+00:00,3182.63,3193.88,3074.0,3115.99,6388971
2020-07-10 00:00:00+00:00,3200.0,3215.0,3135.7,3191.76,5486005
2020-07-13 00:00:00+00:00,3104.0,3344.29,3068.39,3251.06,7722519
2020-07-14 00:00:00+00:00,3084.0,3127.38,2950.0,3089.0,7231956
2020-07-15 00:00:00+00:00,3008.87,3098.35,2973.18,3080.23,5789358
2020-07-16 00:00:00+00:00,2999.9,3032.0,2918.23,2971.06,6394284
2020-07-17 00:00:00+00:00,2961.97,3024.0,2948.45,3009.0,4716329
2020-07-20 00:00:00+00:00,3196.84,3201.36,2994.02,3000.2,7488703
2020-07-21 00:00:00+00:00,3138.29,3240.58,3105.72,3232.49,6075758
2020-07-22 00:00:00+00:00,3099.91,3149.9999,3065.26,3125.0,4104225
2020-07-23 00:00:00+00:00,2986.55,3098.2713,2970.0,3098.2713,5656906
2020-07-24 00:00:00+00:00,3008.91,3031.58,2888.0,2930.0,5632413
2020-07-27 00:00:00+00:00,3055.21,3098.0,3015.77,3062.0,4170492
2020-07-28 00:00:00+00:00,3000.33,3077.0926,2995.76,3054.27,3126651
2020-07-29 00:00:00+00:00,3033.53,3039.1592,2996.77,3030.99,2974060
2020-07-30 00:00:00+00:00,3051.88,3092.0,3005.0,3014.0,6128265
2020-07-31 00:00:00+00:00,3164.68,3246.82,3151.0,3244.0,8083369
2020-08-03 00:00:00+00:00,3111.89,3184.0,3104.0,3180.51,5074663
2020-08-04 00:00:00+00:00,3138.83,3167.24,3101.21,3101.21,4694294
2020-08-05 00:00:00+00:00,3205.03,3213.5859,3127.3,3143.77,3930025
2020-08-06 00:00:00+00:00,3225.0,3247.47,3165.43,3194.36,3940602
2020-08-07 00:00:00+00:00,3167.46,3240.81,3140.6726,3224.01,3936127
2020-08-10 00:00:00+00:00,3148.16,3172.51,3101.52,3170.31,3167274
2020-08-11 00:00:00+00:00,3080.67,3159.22,3073.0,3113.2,3718057
2020-08-12 00:00:00+00:00,3162.24,3174.385,3101.42,3108.0,3527229
2020-08-13 00:00:00+00:00,3161.02,3217.5211,3155.0,3182.99,3149043
2020-08-14 00:00:00+00:00,3148.02,3178.2357,3120.0,3178.18,2751723
2020-08-17 00:00:00+00:00,3182.41,3194.97,3154.1775,3173.12,2675890
2020-08-18 00:00:00+00:00,3312.49,3320.0,3205.8187,3212.0,5345974
2020-08-19 00:00:00+00:00,3260.48,3315.9,3256.0001,3303.01,4185137
2020-08-20 00:00:00+00:00,3297.37,3312.62,3238.0,3252.0,3332478
2020-08-21 00:00:00+00:00,3284.72,3314.3962,3275.39,3295.0,3575862
2020-08-24 00:00:00+00:00,3307.46,3380.315,3257.5608,3310.15,4666258
2020-08-25 00:00:00+00:00,3346.49,3357.4,3267.0,3294.99,3992842
2020-08-26 00:00:00+00:00,3441.85,3451.7387,3344.5675,3351.11,6508743
2020-08-27 00:00:00+00:00,3400.0,3453.0,3378.0,3450.05,4264795
2020-08-28 00:00:00+00:00,3401.8,3433.3699,3386.5,3423.0,2896978
2020-08-31 00:00:00+00:00,3450.96,3495.0,3405.0,3408.99,4185885
2020-09-01 00:00:00+00:00,3499.12,3513.87,3467.0,3489.58,3476407
2020-09-02 00:00:00+00:00,3531.45,3552.25,3486.685,3547.0,3931476
2020-09-03 00:00:00+00:00,3368.0,3488.41,3303.0,3485.0,8161113
2020-09-04 00:00:00+00:00,3294.62,3381.5,3111.13,3318.0,8781754
2020-09-08 00:00:00+00:00,3149.84,3250.845,3130.0,3144.0,6094205
2020-09-09 00:00:00+00:00,3268.61,3303.175,3185.0,3202.99,5188675
2020-09-10 00:00:00+00:00,3175.11,3349.89,3170.55,3307.2188,5330741
2020-09-11 00:00:00+00:00,3116.22,3217.3409,3083.98,3208.69,5093982
2020-09-14 00:00:00+00:00,3102.97,3187.39,3096.0,3172.9372,4529596
2020-09-15 00:00:00+00:00,3156.13,3175.02,3108.92,3136.16,4021535
2020-09-16 00:00:00+00:00,3078.1,3187.238,3074.15,3179.99,4531189
2020-09-17 00:00:00+00:00,3008.73,3029.432,2972.55,3009.25,6449050
2020-09-18 00:00:00+00:00,2954.91,3037.8,2905.54,3031.74,8892580
2020-09-21 00:00:00+00:00,2960.47,2962.0,2871.0,2906.5,6117925
2020-09-22 00:00:00+00:00,3128.99,3133.99,3000.2,3033.835,6948816
2020-09-23 00:00:00+00:00,2999.86,3126.999,2992.3759,3120.43,5652665
2020-09-24 00:00:00+00:00,3019.79,3069.3,2965.0,2977.79,5529392
2020-09-25 00:00:00+00:00,3095.13,3101.54,2999.0,3054.86,4615202
