date,open,high,low,close,volume
2020-07-20 00:00:00+00:00,240.06,246.05,235.64,245.42,20797388
2020-07-21 00:00:00+00:00,246.22,246.91,240.08,241.75,18646840
2020-07-22 00:00:00+00:00,240.26,241.9,238.12,239.87,15427885
2020-07-23 00:00:00+00:00,239.63,242.42,231.75,232.6,21771802
2020-07-24 00:00:00+00:00,230.19,233.49,226.9,230.71,18325813
2020-07-27 00:00:00+00:00,231.46,234.95,230.83,233.5,13163083
2020-07-28 00:00:00+00:00,234.63,234.96,229.83,230.12,14170112
2020-07-29 00:00:00+00:00,231.14,233.7,230.31,233.29,13588317
2020-07-30 00:00:00+00:00,230.22,234.893,229.0,234.5,20615306
2020-07-31 00:00:00+00:00,255.82,255.85,249.0,253.67,53030037
2020-08-03 00:00:00+00:00,252.65,255.4,250.33,251.96,23134103
2020-08-04 00:00:00+00:00,251.56,252.8,247.43,249.83,17183533
2020-08-05 00:00:00+00:00,250.19,252.2698,247.77,249.12,13088361
2020-08-06 00:00:00+00:00,249.04,266.6,248.665,265.28,45241611
2020-08-07 00:00:00+00:00,264.08,278.89,263.43,268.44,72766364
2020-08-10 00:00:00+00:00,268.04,273.86,259.69,263.0,30248826
2020-08-11 00:00:00+00:00,260.185,265.915,255.13,256.13,28238283
2020-08-12 00:00:00+00:00,258.97,263.8973,258.1125,259.89,21428329
2020-08-13 00:00:00+00:00,261.55,265.16,259.57,261.3,17373970
2020-08-14 00:00:00+00:00,262.305,262.65,258.6801,261.24,14792708
2020-08-17 00:00:00+00:00,262.5,264.0973,259.4,261.16,13303174
2020-08-18 00:00:00+00:00,260.95,265.15,259.26,262.34,18690383
2020-08-19 00:00:00+00:00,261.388,267.908,261.35,262.59,23291463
2020-08-20 00:00:00+00:00,261.5,269.63,261.46,269.01,20299688
2020-08-21 00:00:00+00:00,268.69,270.49,266.42,267.01,15538615
2020-08-24 00:00:00+00:00,271.07,277.2478,268.7701,271.39,23685603
2020-08-25 00:00:00+00:00,272.41,283.09,270.2601,280.82,42127240
2020-08-26 00:00:00+00:00,284.0,304.67,284.0,303.91,69015151
2020-08-27 00:00:00+00:00,300.16,301.23,292.02,293.22,30301309
2020-08-28 00:00:00+00:00,295.0,297.23,290.98,293.66,17172415
2020-08-31 00:00:00+00:00,293.95,296.88,291.55,293.2,17345134
2020-09-01 00:00:00+00:00,294.71,301.49,292.71,295.44,17320872
2020-09-02 00:00:00+00:00,298.88,303.6,293.05,302.5,24341369
2020-09-03 00:00:00+00:00,295.99,297.6,283.63,291.12,32294092
2020-09-04 00:00:00+00:00,287.25,289.0,271.14,282.73,30333671
2020-09-08 00:00:00+00:00,271.28,279.3,269.42,271.16,24863997
