date,close,high,low,open,volume
2020-07-08 00:00:00+00:00,381.37,381.5,376.36,376.72,29274479
2020-07-09 00:00:00+00:00,383.01,385.27,378.69,385.05,31420357
2020-07-10 00:00:00+00:00,383.68,383.92,378.82,381.34,22564330
2020-07-13 00:00:00+00:00,381.91,399.82,381.03,389.06,47913079
2020-07-14 00:00:00+00:00,388.23,389.02,375.51,379.36,42748119
2020-07-15 00:00:00+00:00,390.9,396.99,385.96,395.96,38306874
2020-07-16 00:00:00+00:00,386.09,389.62,383.62,386.25,27645927
2020-07-17 00:00:00+00:00,385.31,388.59,383.36,387.95,23046755
2020-07-20 00:00:00+00:00,393.43,394.0,384.25,385.67,22397208
2020-07-21 00:00:00+00:00,388.0,397.0,386.97,396.69,25627347
2020-07-22 00:00:00+00:00,389.09,391.9,386.41,386.77,22250413
2020-07-23 00:00:00+00:00,371.38,388.31,368.039,387.9935,49251108
2020-07-24 00:00:00+00:00,370.46,371.88,356.58,363.95,46359716
2020-07-27 00:00:00+00:00,379.24,379.62,373.92,374.84,30303548
2020-07-28 00:00:00+00:00,373.01,378.1986,372.99,377.47,25906375
2020-07-29 00:00:00+00:00,380.16,380.92,374.85,375.0,22582314
2020-07-30 00:00:00+00:00,384.76,385.19,375.07,376.75,39532505
2020-07-31 00:00:00+00:00,425.04,425.66,403.3,411.535,93573867
2020-08-03 00:00:00+00:00,435.75,446.5457,431.57,432.8,77037847
2020-08-04 00:00:00+00:00,438.66,443.16,433.55,436.53,43198092
2020-08-05 00:00:00+00:00,440.25,441.57,435.59,437.51,30497988
2020-08-06 00:00:00+00:00,455.61,457.65,439.19,441.62,50607225
2020-08-07 00:00:00+00:00,444.45,454.7,441.17,452.82,49511403
2020-08-10 00:00:00+00:00,450.91,455.1,440.0,450.4,53100856
2020-08-11 00:00:00+00:00,437.5,449.93,436.4267,447.875,46975594
2020-08-12 00:00:00+00:00,452.04,453.1,441.19,441.99,41486205
2020-08-13 00:00:00+00:00,460.04,464.17,455.71,457.72,52520516
2020-08-14 00:00:00+00:00,459.63,460.0,452.18,459.315,41391302
2020-08-17 00:00:00+00:00,458.43,464.35,455.8501,464.25,29431414
2020-08-18 00:00:00+00:00,462.25,464.0,456.03,457.41,26408385
2020-08-19 00:00:00+00:00,462.83,468.65,462.44,463.933,36384502
